Stocks,Date,Party,Category,Transaction Type,Quantity,Value Traded (₹),Holdings change(%),Average Trade Price(₹)
"DCX Systems Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","975008","420072446.71999997","1.0080345275563414","430.84"
"Blue Pebble Ltd","2024-07-02","RAJASTHAN GLOBAL SECURITIES PVT LTD","Bulk","sell","20800","5995184","0.6933333333333334","288.23"
"Archean Chemical Industries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","675412","487431332.15999997","0.5473489385302487","721.68"
"Antarctica Ltd","2024-07-02","SHRISHTI AGRAWAL","Bulk","sell","54455","82227.05","0.03513008226587257","1.51"
"Antarctica Ltd","2024-07-02","AZH CONSULTANTS LLP","Bulk","sell","1119845","1702164.4","0.7224359007442119","1.52"
"Antarctica Ltd","2024-07-02","SHRISHTI AGRAWAL","Bulk","buy","782287","1189076.24","0.5046700333398706","1.52"
"Angel One Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","459451","1091894490.52","0.5507701108781913","2376.52"
"Allied Digital Services Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","845709","193523590.47","1.5422084671650405","228.83"
"Akiko Global Services Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","sell","4800","447216","12","93.17"
"Akiko Global Services Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","buy","105600","9868320",,"93.45"
"JK Paper Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1620514","958809518.3799999","0.9566065980763525","591.67"
"Infollion Research Services Ltd","2024-07-02","CRONY VYAPAR PVT LTD","Bulk","sell","44000","12195480","0.5892669840137225","277.17"
"Infollion Research Services Ltd","2024-07-02","CRONY VYAPAR PVT LTD","Bulk","buy","50400","13621608","0.6749785453248093","270.27"
"Hilton Metal Forging Ltd","2024-07-02","RAJ RATAN COMMODITIES PRIVATE LIMITED","Bulk","buy","396839","33064625.479999997","1.8897095238095238","83.32"
"Hilton Metal Forging Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","buy","475021","38676209.82","2.262004761904762","81.42"
"G M Breweries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","149370","109918395.6","0.6537860843183584","735.88"
"G M Breweries Ltd","2024-07-02","SETU SECURITIES PVT LTD","Bulk","buy","122484","97448270.4","0.5361072153153231","795.6"
"Globe Textiles (India) Ltd","2024-07-02","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","buy","1615376","5556893.4399999995","0.8772964022310848","3.44"
"Genus Paper & Boards Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1335744","30187814.400000002","0.5194901766815125","22.6"
"Felix Industries Ltd","2024-07-02","SRESTHA FINVEST LIMITED","Bulk","sell","113500","33280470.000000004","2.228548988808168","293.22"
"EPL Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1714425","371310166.5","0.5385784403603365","216.58"
"Wheels India Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","137190","121546224.3","0.5614944240194373","885.97"
"West Coast Paper Mills Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","416362","306438268.38","0.6303843812224723","735.99"
"Trucap Finance Ltd","2024-07-02","IND SWIFT LABORATORIES LIMITED","Bulk","sell","1010844","51381200.519999996","0.8698072281999123","50.83"
"Trucap Finance Ltd","2024-07-02","MAHEBUB NURMAHAMMAD RAYMA","Bulk","buy","625000","31912500","0.5377976400166051","51.06"
"Sylvan Plyboard (India) Ltd","2024-07-02","AAINA ENGINEERING PVT LTD","Bulk","buy","130000","8799700","0.9322644276256771","67.69"
"Rulka Electricals Ltd","2024-07-02","SUMICKSHA BANSAL","Bulk","buy","26400","15080208","0.8","571.22"
"Roto Pumps Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","269292","176300086.55999997","0.8574228966820194","654.68"
"Reliance Industrial Infrastructure Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","101216","143142703.68","0.6703046357615894","1414.23"
"Refex Industries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1060315","220959042.85","0.9592562074388665","208.39"
"Refex Industries Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","775900","163164011","0.7019488466652047","210.29"
"Pondy Oxides and Chemicals Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","126329","117517552.25","1.0867216411837473","930.25"
"Pondy Oxides and Chemicals Ltd","2024-07-02","PARMAR DEVELOPERS AND PROPERTIES PVT LTS","Bulk","sell","69808","61987409.760000005","0.600510289226979","887.97"
"Petro Carbon and Chemicals Ltd","2024-07-02","HDFC BANK LTD","Bulk","buy","174400","49704000","0.6707692307692308","285"
"Orient Cement Ltd","2024-07-02","VALENTIS ADVISORS PRIVATE LIMITED","Bulk","sell","1328970","405242822.1","0.6486925791603415","304.93"
"NXT-Infra Trust","2024-07-02","AMBIT WEALTH PRIVATE LIMITED","Bulk","sell","1600000","163024000",,"101.89"
"Nahar Poly Films Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","183977","56157139.480000004","0.7482392522430972","305.24"
"Mohini Health & Hygiene Ltd","2024-07-02","PATEL MEHUL","Bulk","buy","120000","7260000","0.6580426521312357","60.5"
"Khoobsurat Ltd","2024-07-02","VISAGAR FINANCIAL SERVICES LIMITED","Bulk","sell","5000000","6000000","2.9375939343855415","1.2"
"Janus Corporation Ltd","2024-07-02","DEEPAK JAIN","Bulk","sell","73500","496860","0.5488761108207004","6.76"
"Dhyaani Tradeventtures Ltd","2024-07-02","LAXMAN HARKISHAN NARANG","Bulk","buy","22400","514975.99999999994","0.526330827497327","22.99"
"CG VAK Software and Exports Ltd","2024-07-02","KAMATCHI VELUSAMY KAMARAJ","Bulk","sell","45000","16435350","0.891053819650707","365.23"
"Caspian Corporate Services Ltd","2024-07-02","DHARMENDAR REDDY NEVURU","Bulk","sell","300000","21600000","0.7109004739336493","72"
"AA Plus Tradelink Ltd","2024-07-02","MAHADEV MANUBHAI MAKVANA","Bulk","sell","344000","7120800","4.213207916911621","20.7"
"AA Plus Tradelink Ltd","2024-07-02","AMITA VISHNUBHAI MEVADA","Bulk","buy","1144000","23452000","14.011365863217716","20.5"
"Yash Innoventures Ltd","2024-07-02","ASHOKKUMAR RAJESHBHAI SOLANKI","Bulk","buy","40201","1035577.76","0.5981268086562568","25.76"
"Titan Intech Ltd","2024-07-02","CTIL MEDIA PRIVATE LIMITED","Bulk","sell","91600","4156808.0000000005","1.1237434928381718","45.38"
"Standard Capital Markets Ltd","2024-07-02","FLASH MERCHANDISE PRIVATE LIMITED","Bulk","sell","7770199","13287040.29","0.5283441950939266","1.71"
"Sawaca Business Machines Ltd","2024-07-02","SETU SECURITIES PVT. LTD.","Bulk","sell","2426752","2038471.68","16.334886156700463","0.84"
"Sawaca Business Machines Ltd","2024-07-02","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","buy","7500781","6150640.42","50.489050270213795","0.82"
"Pearl Global Industries Ltd","2024-07-02","MANSI SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","252177","183151111.56","1.1572105103754624","726.28"
"Coforge Ltd","2024-07-02","Sudarshan Seshadri","Insider - Designated Person","buy","354","2001428","0.0005795006079845361","5653.751412429378"
"Coforge Ltd","2024-07-02","Milan Gandhi","Insider - Designated Person","buy","583","3296136","0.0009543752950705779","5653.749571183534"
"Sawaca Business Machines Ltd","2024-07-02","MANSUKHBHAI GORDHANBHAI BHUT","Bulk","sell","5000000","4099999.9999999995","33.65586214969734","0.82"
"Ahimsa Industries Ltd","2024-07-02","DEVENKUMAR MANILAL GANDHI","Bulk","sell","78000","1544400","1.4249203962740158","19.8"
"Rane Holdings Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","111476","197256782","0.780764051403125","1769.5"
"Pudumjee Paper Products Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","701438","88142699.08","0.7387446024223276","125.66"
"Pondy Oxides and Chemicals Ltd","2024-07-02","KEYA VIMAL SALOT","Bulk","sell","121606","105663453.39999999","1.0460929153067844","868.9"
"Pondy Oxides and Chemicals Ltd","2024-07-02","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","76402","75391965.56","0.6572339433520463","986.78"
"Pondy Oxides and Chemicals Ltd","2024-07-02","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","buy","85151","83113336.57000001","0.732495582712103","976.07"
"Oriental Trimex Ltd","2024-07-02","MITTAL PUNEET","Bulk","sell","175130","1998233.3","0.5956213987828278","11.41"
"Oriental Trimex Ltd","2024-07-02","MITTAL PUNEET","Bulk","buy","190866","2173963.74","0.6491399183468464","11.39"
"Oriental Carbon & Chemicals Ltd","2024-07-02","HDFC MUTUAL FUND - HDFC SMALL CAP FUND","Bulk","sell","133962","29392602.419999998","1.3409486118846554","219.41"
"Orient Paper and Industries Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","4394863","260791170.42000002","2.0711337631246582","59.34"
"Mangalam Global Enterprise Ltd","2024-07-02","SHARAD ANANT RANADE","Bulk","buy","1044438","21306535.2","0.7777192519900598","20.4"
"Mahanagar Gas Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","568721","1010384041.39","0.5757580414493633","1776.59"
"Krishca Strapping Solutions Ltd","2024-07-02","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","buy","62000","23287200","0.7085714285714285","375.6"
"Kamdhenu Ventures Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","1623810","68362401","1.507203499619209","42.1"
"Kalahridhaan Trendz Ltd","2024-07-02","SHUBHAM ASHOKBHAI PATEL","Bulk","buy","102000","4845000","1.6736401673640164","47.5"
"JK Paper Ltd","2024-07-02","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","buy","946858","578246180.6","0.5589403178506196","610.7"
"JK Paper Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","1089783","652736425.6800001","0.6433104609225478","598.96"
"Hilton Metal Forging Ltd","2024-07-02","ELAN VENTURES PRIVATE LIMITED","Bulk","sell","236313","19436744.25","1.1253","82.25"
"Hilton Metal Forging Ltd","2024-07-02","RAJ RATAN COMMODITIES PRIVATE LIMITED","Bulk","sell","396839","33171772.01","1.8897095238095238","83.59"
"Hilton Metal Forging Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","185907","15794658.719999999","0.8852714285714286","84.96"
"Hilton Metal Forging Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","413504","33650955.519999996","1.9690666666666667","81.38"
"Genus Paper & Boards Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","1568718","35296155","0.6100971376127978","22.5"
"Felix Industries Ltd","2024-07-02","SRESTHA FINVEST LIMITED","Bulk","buy","113500","33244149.999999996","2.228548988808168","292.9"
"Felix Industries Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","80000","23388000","1.570783428234832","292.35"
"Durlax Top Surface Ltd","2024-07-02","NAVI FINSERV PRIVATE LIMITED","Bulk","sell","106000","9351320","0.8498901557062908","88.22"
"Divine Power Energy Ltd","2024-07-02","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","150000","23070000","0.950625765253741","153.8"
"De Nora India Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","39203","72963839.54","0.7384762257107949","1861.18"
"DCX Systems Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1213320","522491991.6","1.2544188898702986","430.63"
"Atul Auto Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","308335","241447888.45000002","1.2912268893796268","783.07"
"Atul Auto Ltd","2024-07-02","AAKRAYA RESEARCH LLP","Bulk","sell","301153","238356576.44","1.2611505389181987","791.48"
"Atul Auto Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","334602","262893445.38000003","1.4012262624749117","785.69"
"Atul Auto Ltd","2024-07-02","AAKRAYA RESEARCH LLP","Bulk","buy","301153","238233103.71","1.2611505389181987","791.07"
"Allied Digital Services Ltd","2024-07-02","AAKRAYA RESEARCH LLP","Bulk","sell","955928","218171447.44","1.7432003864215029","228.23"
"Akiko Global Services Ltd","2024-07-02","STCI PRIMARY DEALER LIMITED","Bulk","sell","112000","10976000",,"98"
"Winny Immigration & Education Services Ltd","2024-07-02","ERISKA INVESTMENT FUND LTD","Bulk","buy","50000","10812500","3.2938076416337285","216.25"
"West Coast Paper Mills Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","416362","306313359.78000003","0.6303843812224723","735.69"
"Trucap Finance Ltd","2024-07-02","BHUMIKA ATITKUMAR PANDYA","Bulk","sell","625000","31887500.000000004","0.5377976400166051","51.02"
"Sundaram Multi Pap Ltd","2024-07-02","DHEERAJ TUKARAM BAVISKAR","Bulk","sell","2766246","9211599.18","0.5837467291381062","3.33"
"Sakuma Exports Ltd","2024-07-02","AL MALAKI FOODSTUFF TRADING LLC","Bulk","sell","3375000","118496250","1.4331494865951226","35.11"
"Sakuma Exports Ltd","2024-07-02","CONTACT CONSULTANCY SERVICES PVT LTD","Bulk","sell","2000000","70160000","0.8492737698341468","35.08"
"Sakuma Exports Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","3154450","113970278.50000001","1.3394958216266621","36.13"
"Kamdhenu Ltd","2024-07-02","SW CAPITAL PRIVATE LIMITED","Bulk","sell","200000","108138000.00000001","0.742514525440404","540.69"
"Innovatus Entertainment Networks Ltd","2024-07-02","JALPA KINCHIT MEHTA","Bulk","buy","33000","1888260","1.3692946058091287","57.22"
"G M Polyplast Ltd","2024-07-02","CREDENT INVESTMENT PRIVATE LIMITED","Bulk","sell","102900","18933600","0.7645100894528812","184"
"Dhyaani Tradeventtures Ltd","2024-07-02","ASODARIYA SAMIR RAMJIBHAI","Bulk","buy","36400","837200","0.8552875946831563","23"
"Dhyaani Tradeventtures Ltd","2024-07-02","CHINTAN NAYAN BHAI RAJYAGURU","Bulk","sell","196000","4508000","4.605394740601611","23"
"CG VAK Software and Exports Ltd","2024-07-02","FEENOOR ENTERPRISE","Bulk","buy","42939","16062621.12","0.8502435547107046","374.08"
"Burnpur Cement Ltd","2024-07-02","GREEN PEAKS ENTERPRISES LLP","Bulk","buy","439012","4477922.399999999","0.5097419591855312","10.2"
"Aspira Pathlab & Diagnostics Ltd","2024-07-02","RAJESH PREMJI BHANUSHALI","Bulk","buy","68682","1946447.88","0.667269017779073","28.34"
"Arihant's Securities Ltd","2024-07-02","PIYUSH PALIWAL","Bulk","buy","25693","640783.42","0.51386","24.94"
"Arihant's Securities Ltd","2024-07-02","AMRITA  JAIN","Bulk","sell","87365","2221691.95","1.7473","25.43"
"Amraworld Agrico Ltd","2024-07-02","JAI VINAYAK SECURITIES","Bulk","sell","1145010","1603014","0.9517955112219452","1.4"
"Abhinav Leasing & Finance Ltd","2024-07-02","PRITHVI  FINMART  PRIVATE LIMITED","Bulk","sell","254650","819973","0.5095038015206083","3.22"
"AA Plus Tradelink Ltd","2024-07-02","MAHADEV MANUBHAI MAKVANA","Bulk","buy","16000","328000","0.1959631589261219","20.5"
"AA Plus Tradelink Ltd","2024-07-02","SHOBHABEN MANSUKHBHAI BHUT","Bulk","buy","344000","7120800","4.213207916911621","20.7"
"Yash Innoventures Ltd","2024-07-02","ASHOKKUMAR RAJESHBHAI SOLANKI","Bulk","sell","948","23112.239999999998","0.014104729101418656","24.38"
"Titan Intech Ltd","2024-07-02","KOTVAK LOGISTICS LLP","Bulk","sell","215000","10085650","2.6376075432337","46.91"
"Shree Securities Ltd","2024-07-02","HARPREET SINGH GREWAL","Bulk","sell","4069465","1546396.7","0.5106044452778471","0.38"
"Sawaca Business Machines Ltd","2024-07-02","SHUBHAM ASHOKBHAI PATEL","Bulk","buy","36668280","30067989.599999998",,"0.82"
"Rudra Ecovation Ltd","2024-07-02","GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED","Bulk","buy","1000000","62500000","1.1594202898550725","62.5"
"Rudra Ecovation Ltd","2024-07-02","DPG TEXTILE LIMITED","Bulk","sell","2274433","142447738.79","2.637023768115942","62.63"
"Remedium Lifecare Ltd","2024-07-02","NK SECURITIES RESEARCH PVT. LTD.","Bulk","buy","668735","54595525.4","6.634275793650794","81.64"
"Remedium Lifecare Ltd","2024-07-02","NISHCHAYA TRADINGS PRIVATE LIMITED","Bulk","buy","749996","61049674.400000006","7.440436507936508","81.4"
"Pearl Global Industries Ltd","2024-07-02","F3 ADVISORS PRIVATE LIMITED","Bulk","buy","226991","164679700.59","1.0416349268991087","725.49"
"Mihika Industries Ltd","2024-07-02","VAKANDA SERVICES PRIVATE LIMITED","Bulk","sell","78897","1988204.4","0.78897","25.2"
"Khoobsurat Ltd","2024-07-02","CHANDAN CHAURASIYA","Bulk","sell","4675000","5610000","2.7466503286504813","1.2"
"Khoobsurat Ltd","2024-07-02","DEALMONEY COMMODITIES PRIVATE LIMITED","Bulk","buy","4950000","5940000","2.908217995041686","1.2"
"Mideast Portfolio Management Ltd","2024-07-02","JYOTI K SHAH","Insider - Promoter & Director","buy","5400","54000",,"10"
"Kamdhenu Ventures Ltd","2024-07-02","FLYONTRIP SERVICES PRIVATE LIMITED .","Bulk","buy","2324682","97729631.28","2.1577455773161773","42.04"
"Kalahridhaan Trendz Ltd","2024-07-02","MAHADEV MANUBHAI MAKVANA","Bulk","sell","150000","7245000","2.4612355402412005","48.3"
"Kalahridhaan Trendz Ltd","2024-07-02","MOOLCHAND KIRAN KUMAR JAIN","Bulk","buy","309000","14924700","5.070145212896874","48.3"
"JK Paper Ltd","2024-07-02","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","sell","946858","578549175.16","0.5589403178506196","611.02"
"JK Paper Ltd","2024-07-02","QE SECURITIES LLP","Bulk","buy","1335513","806649852","0.7883674856352637","604"
"Jai Corp Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1038392","439312503.44","0.5818825896014471","423.07"
"Jai Corp Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1038392","439405958.72","0.5818825896014471","423.16"
"IOL Chemicals and Pharmaceuticals Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","414429","181333408.95000002","0.7059457561575745","437.55"
"Globe International Carriers Ltd","2024-07-02","NARESH RAMJI BHOLA","Bulk","buy","198000","8704080","0.9866083257060289","43.96"
"Genus Paper & Boards Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","1753343","39485284.36","0.6819004725855353","22.52"
"Genus Paper & Boards Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1335744","30201171.84","0.5194901766815125","22.61"
"Enfuse Solutions Ltd","2024-07-02","GAURAV AGRAWAL","Bulk","sell","85200","14491668","1.3087557603686637","170.09"
"Rane Holdings Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","111476","196940190.16","0.780764051403125","1766.66"
"Pudumjee Paper Products Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","504279","62923933.62","0.5310995260663508","124.78"
"Pondy Oxides and Chemicals Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","75160","71154723.60000001","0.6465498701910919","946.71"
"Pondy Oxides and Chemicals Ltd","2024-07-02","PARMAR DEVELOPERS AND PROPERTIES PVT LTS","Bulk","buy","34508","29862187.96","0.29684862853318517","865.37"
"Petro Carbon and Chemicals Ltd","2024-07-02","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","153600","44622336","0.5907692307692308","290.51"
"Orient Paper and Industries Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","2463910","146799757.79999998","1.161148183754642","59.58"
"Megasoft Ltd","2024-07-02","A.T. TRADE OVERSEAS PRIVATE LIMITED","Bulk","sell","456846","32468045.219999995","0.6192839177085451","71.07"
"Mangalam Global Enterprise Ltd","2024-07-02","CHARULATA SHARAD RANADE","Bulk","buy","1000000","20400000","0.7446294102570566","20.4"
"Mahanagar Gas Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","568721","1009428590.11","0.5757580414493633","1774.91"
"Visaman Global Sales Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","135000","6075000","1.9285714285714286","45"
"Trucap Finance Ltd","2024-07-02","HJS SECURITIES PRIVATE LIMITED","Bulk","sell","625000","31906250","0.5377976400166051","51.05"
"Sundaram Multi Pap Ltd","2024-07-02","DHEERAJ TUKARAM BAVISKAR","Bulk","buy","125001","405003.24000000005","0.0263783209768735","3.24"
"Sakuma Exports Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","4410713","159050310.78","1.8729514285832396","36.06"
"Sakuma Exports Ltd","2024-07-02","SHUBHAM ASHOKBHAI PATEL","Bulk","sell","8583783","302578350.75","3.6449908739241312","35.25"
"Rulka Electricals Ltd","2024-07-02","SUMICKSHA BANSAL","Bulk","sell","26400","15088655.999999998","0.8","571.54"
"Durlax Top Surface Ltd","2024-07-02","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","320000","27008000","2.5657061304340854","84.4"
"Durlax Top Surface Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","196000","16542400.000000002","1.5714950048908773","84.4"
"DCX Systems Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1213320","522783188.4","1.2544188898702986","430.87"
"DCX Systems Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","798991","343510200.63","0.8260552889891866","429.93"
"Archean Chemical Industries Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","675412","487748775.8","0.5473489385302487","722.15"
"Allied Digital Services Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","500614","114325219.18","0.9129040244118953","228.37"
"Allied Digital Services Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","783440","177715529.6","1.4286566673829642","226.84"
"Titan Intech Ltd","2024-07-02","SAURABHTRIPATHI","Bulk","buy","100000","4691000","1.2267942061552093","46.91"
"Titan Intech Ltd","2024-07-02","SABRIYA FISHERIES LLP","Bulk","sell","171000","8019900","2.097818092525408","46.9"
"SVS Ventures Ltd","2024-07-02","YELLOWSTONE VENTURES LLP","Bulk","buy","162000","1775520.0000000002","0.7587957424439284","10.96"
"Shree Securities Ltd","2024-07-02","HARPREET SINGH GREWAL","Bulk","buy","4069465","1546396.7","0.5106044452778471","0.38"
"Shree Securities Ltd","2024-07-02","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","5900000","2242000","0.7402855724620553","0.38"
"Sawaca Business Machines Ltd","2024-07-02","SETU SECURITIES PVT. LTD.","Bulk","buy","3500000","2870000","23.55910350478814","0.82"
"Sawaca Business Machines Ltd","2024-07-02","NIMIT JAYENDRA SHAH","Bulk","sell","7527026","6172161.319999999","50.66570989063756","0.82"
"Pearl Global Industries Ltd","2024-07-02","F3 ADVISORS PRIVATE LIMITED","Bulk","sell","46691","34402862.620000005","0.21425949210253398","736.82"
"Pearl Global Industries Ltd","2024-07-02","MANSI SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","177176","128962866.88","0.8130397672519021","727.88"
"Martin Burn Ltd","2024-07-02","SUNDERDEVI GOVIND MAHESHWARI","Bulk","buy","33213","2339855.85","0.6444297370184168","70.45"
"Gujarat Cotex Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","71018","445993.04000000004","0.4985818590283628","6.28"
"G M Polyplast Ltd","2024-07-02","CREDENT GLOBAL FINANCE LIMITED","Bulk","buy","102900","18933600","0.7645100894528812","184"
"Diksha Greens Ltd","2024-07-02","MOHAMMAD SHAMI","Bulk","sell","74000","362600","0.7499526212364287","4.9"
"Burnpur Cement Ltd","2024-07-02","GREEN PEAKS ENTERPRISES LLP","Bulk","sell","59001","600040.17","0.06850675000661834","10.17"
"Avance Technologies Ltd","2024-07-02","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","10000000","9700000","1.0388044977661564","0.97"
"Amraworld Agrico Ltd","2024-07-02","JAI VINAYAK SECURITIES","Bulk","buy","914380","1307563.4","0.7600831255195345","1.43"
"AA Plus Tradelink Ltd","2024-07-02","KULDIP BHARWAD","Bulk","buy","312000","6396000","3.8212815990593767","20.5"
"Coforge Ltd","2024-07-02","John Robert Speight","Insider - Designated Person","buy","1875","10600781","0.0030693888134774162","5653.749866666667"
"Kay Power and Paper Ltd","2024-07-02","Kay Nitroxygen Private Limited","Insider - Promoter Group","buy","2650000","79765000","24.906015037593985","30.1"
"Trucap Finance Ltd","2024-07-02","BHUMIKA ATITKUMAR PANDYA","Bulk","buy","625000","31906250","0.5377976400166051","51.05"
"Sakuma Exports Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","3154450","113591744.5","1.3394958216266621","36.01"
"Sakuma Exports Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","4646315","166895634.8","1.972996727943472","35.92"
"Roto Pumps Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","269292","176081960.04","0.8574228966820194","653.87"
"Refex Industries Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","814187","171777173.26","0.7365867065598698","210.98"
"Pudumjee Paper Products Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","sell","511262","64587728.46","0.5384539231174303","126.33"
"Pudumjee Paper Products Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","701438","88135684.7","0.7387446024223276","125.65"
"Pondy Oxides and Chemicals Ltd","2024-07-02","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","sell","70521","68478711.84","0.6066437386341936","971.04"
"Pondy Oxides and Chemicals Ltd","2024-07-02","GKK CAPITAL MARKETS PRIVATE LIMITED","Bulk","buy","100000","87446000","0.8602313334101808","874.46"
"Pondy Oxides and Chemicals Ltd","2024-07-02","HRTI PRIVATE LIMITED","Bulk","buy","81822","77428976.82","0.7038584816228781","946.31"
"Pondy Oxides and Chemicals Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","126329","117550397.78999999","1.0867216411837473","930.51"
"Winny Immigration & Education Services Ltd","2024-07-02","PRABHA RAMESHKUMAR GUPTA","Bulk","sell","30000","6487500","1.976284584980237","216.25"
"Winny Immigration & Education Services Ltd","2024-07-02","SHREEYANSH EDUTRADE LLP","Bulk","buy","15000","3310950","0.9881422924901185","220.73"
"Wheels India Ltd","2024-07-02","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","137190","121494092.10000001","0.5614944240194373","885.59"
"Hilton Metal Forging Ltd","2024-07-02","QE SECURITIES LLP","Bulk","sell","170284","14273204.879999999","0.8108761904761905","83.82"
"Hilton Metal Forging Ltd","2024-07-02","PREETAL JIGNESH KENIA","Bulk","buy","208000","17305600","0.9904761904761905","83.2"
